0,1,2
Tweet, 'Just completed call with President Moon of South Korea. Very happy and impressed with 15-0 United Nations vote on North Korea sanctions.',1
Reply," 'Just completed call with President Moon of South Korea. Very happy and impressed with 15-0 United Nations vote on North Korea sanctions.' '@realDonaldTrump Speaking of #sanctions voted with an overwhelming #bipartisan majority, when are you enforcing the\xe2\x80\xa6 https://t.co/yx8D2RLlsX'",1
Tweet," '@thehill Donna, take your meds, then take a vacation... that very needed vacation.'",1
Reply," '@thehill Donna, take your meds, then take a vacation... that very needed vacation.' '@PedroLupe1 @thehill In #russia'",1
Tweet," 'The women, people of color, and LGBTQ candidates who made history in the 2017 election https://t.co/YbW0nn4dtU'",1
Reply," 'The women, people of color, and LGBTQ candidates who made history in the 2017 election https://t.co/YbW0nn4dtU' '@voxdotcom @WajahatAli #Russia\n#Russia\n#Russia\n\n@TheDemocrats &amp; #Liberals always open with\n#Identity \n#Identity\xe2\x80\xa6 https://t.co/udRQxEUTrO'",1
Tweet, 'Turns out Ross has a stake in at least 75 shipping vessels &amp; was buying and selling them while Commerce Secretary.\xe2\x80\xa6 https://t.co/0AdJPdyHBW',-1
Reply, 'Turns out Ross has a stake in at least 75 shipping vessels &amp; was buying and selling them while Commerce Secretary.\xe2\x80\xa6 https://t.co/0AdJPdyHBW' '@ddayen #Wilbur is a corrupt oligarch with extensive ties to #Russia another greedy traitor',1
Tweet," 'I don\xe2\x80\x99t know which barnacle is more embarrassing, she or Hillary Clinton. Why can\xe2\x80\x99t they fade away with at least th\xe2\x80\xa6 https://t.co/zW2bsPTQ4D'",-1
Reply," 'I don\xe2\x80\x99t know which barnacle is more embarrassing, she or Hillary Clinton. Why can\xe2\x80\x99t they fade away with at least th\xe2\x80\xa6 https://t.co/zW2bsPTQ4D' '@RealJamesWoods Yeah the Russian investigation that found the dems or Hillary to be exact were the ones actually ti\xe2\x80\xa6 https://t.co/kmz86UhQPF'",-1
Tweet, 'Personal photos I took of @realdonaldtrump taking the call that ended it all one year ago today. \n#maga #trump https://t.co/6UJXgK8rby',-1
Reply," 'Personal photos I took of @realdonaldtrump taking the call that ended it all one year ago today. \n#maga #trump https://t.co/6UJXgK8rby' ""@DonaldJTrumpJr @realDonaldTrump And @realDonaldTrump 's approval ratings have been going down ever since. His lies\xe2\x80\xa6 https://t.co/mz2mkwNgxp""",-1
Tweet, 'Words we\xe2\x80\x99ve learned in the 365 days since Trump was elected:\nEmoluments\nScaramucci\nLocal Milk People\nCovfefe\nRagnar\xe2\x80\xa6 https://t.co/olQosLs3Wj',1
Reply, 'Words we\xe2\x80\x99ve learned in the 365 days since Trump was elected:\nEmoluments\nScaramucci\nLocal Milk People\nCovfefe\nRagnar\xe2\x80\xa6 https://t.co/olQosLs3Wj' '@StephenAtHome AND #TrumpCrimeFamily .. House Arrest .. #Russia .. Russia Investigation .. DACA .. con man .. LIAR\xe2\x80\xa6 https://t.co/s4sRIcjzam',-1
Tweet, '\xe2\x80\x9cI felt degraded.\xe2\x80\x9d How can we stop sexual harassment in America? Join us for a candid conversation tomorrow at 9p.\xe2\x80\xa6 https://t.co/N2LrMpyxXc',-1
Reply, '\xe2\x80\x9cI felt degraded.\xe2\x80\x9d How can we stop sexual harassment in America? Join us for a candid conversation tomorrow at 9p.\xe2\x80\xa6 https://t.co/N2LrMpyxXc' '@CNN Every 40 seconds #insane\xf0\x9f\x91\xb9#lunatics at #CNN\xf0\x9f\x91\xb9#assaults &amp; #insults the #intelligence\xe2\x99\xa5\xef\xb8\x8fof good #sane #Americans\xe2\x99\xa5\xef\xb8\x8f\xe2\x80\xa6 https://t.co/CIEM8gq0Bt',-1
Tweet," '@realDonaldTrump @POTUS Trump refuses to acknowledge Russia\xe2\x80\x99s attack on our democracy, and fired FBI Director James\xe2\x80\xa6 https://t.co/EtOizgqlLc'",-1
Reply," '@realDonaldTrump @POTUS Trump refuses to acknowledge Russia\xe2\x80\x99s attack on our democracy, and fired FBI Director James\xe2\x80\xa6 https://t.co/EtOizgqlLc' ""@RepAdamSchiff @realDonaldTrump @POTUS \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\n#Russia  except now it's come out that the #DNC  and #HillaryClinton  w\xe2\x80\xa6 https://t.co/dBl63ku8Rd""",1
Reply," '@realDonaldTrump @POTUS Trump refuses to acknowledge Russia\xe2\x80\x99s attack on our democracy, and fired FBI Director James\xe2\x80\xa6 https://t.co/EtOizgqlLc' ""@RepAdamSchiff @realDonaldTrump @POTUS \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\n#Russia  except now it's come out that the #DNC  and #HillaryClinton  w\xe2\x80\xa6 https://t.co/dBl63ku8Rd"" '#Listen #Live\xf0\x9f\x91\x87\n\nhttps://t.co/rvqYJkr2YA \n\nhttps://t.co/hILE90BlZU \n\n#Housenation #HouseMusic #Deephouse #nudisco\xe2\x80\xa6 https://t.co/J6HSTLKOJ8'",1
Reply," '@realDonaldTrump @POTUS Trump refuses to acknowledge Russia\xe2\x80\x99s attack on our democracy, and fired FBI Director James\xe2\x80\xa6 https://t.co/EtOizgqlLc' ""@RepAdamSchiff @realDonaldTrump @POTUS \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\n#Russia  except now it's come out that the #DNC  and #HillaryClinton  w\xe2\x80\xa6 https://t.co/dBl63ku8Rd"" '#Listen #Live\xf0\x9f\x91\x87\n\nhttps://t.co/rvqYJkr2YA \n\nhttps://t.co/hILE90BlZU \n\n#Housenation #HouseMusic #Deephouse #nudisco\xe2\x80\xa6 https://t.co/J6HSTLKOJ8' '#Belarus , #Russia and the \xe2\x80\x98Ukrainian Scenario\xe2\x80\x99 https://t.co/PUcrSmVTYH'",1
Reply," '@realDonaldTrump @POTUS Trump refuses to acknowledge Russia\xe2\x80\x99s attack on our democracy, and fired FBI Director James\xe2\x80\xa6 https://t.co/EtOizgqlLc' ""@RepAdamSchiff @realDonaldTrump @POTUS \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\n#Russia  except now it's come out that the #DNC  and #HillaryClinton  w\xe2\x80\xa6 https://t.co/dBl63ku8Rd"" '#Listen #Live\xf0\x9f\x91\x87\n\nhttps://t.co/rvqYJkr2YA \n\nhttps://t.co/hILE90BlZU \n\n#Housenation #HouseMusic #Deephouse #nudisco\xe2\x80\xa6 https://t.co/J6HSTLKOJ8' '#Belarus , #Russia and the \xe2\x80\x98Ukrainian Scenario\xe2\x80\x99 https://t.co/PUcrSmVTYH' '#Listen #Live\xf0\x9f\x91\x87\n\nhttps://t.co/rvqYJkr2YA \n\nhttps://t.co/hILE90BlZU \n\n#Housenation #HouseMusic #Deephouse #nudisco\xe2\x80\xa6 https://t.co/4XRtcBa5S9'",1
Tweet, 'Congratulations to all of the \xe2\x80\x9dDEPLORABLES\xe2\x80\x9d and the millions of people who gave us a MASSIVE (304-227) Electoral Co\xe2\x80\xa6 https://t.co/cKVtPvEHO ',1
Reply, 'Congratulations to all of the \xe2\x80\x9dDEPLORABLES\xe2\x80\x9d and the millions of people who gave us a MASSIVE (304-227) Electoral Co\xe2\x80\xa6 https://t.co/cKVtPvEHO ' '@realDonaldTrump I see a bunch of people who colluded with #Russia to cheat in the election to help you win Most of\xe2\x80\xa6 https://t.co/fQMmS8fR7N',-1
Reply, 'Congratulations to all of the \xe2\x80\x9dDEPLORABLES\xe2\x80\x9d and the millions of people who gave us a MASSIVE (304-227) Electoral Co\xe2\x80\xa6 https://t.co/cKVtPvEHO ' '@realDonaldTrump I see a bunch of people who colluded with #Russia to cheat in the election to help you win Most of\xe2\x80\xa6 https://t.co/fQMmS8fR7N' '#Listen #Live\xf0\x9f\x91\x87\n\nhttps://t.co/rvqYJkr2YA \n\nhttps://t.co/hILE90BlZU \n\n#Housenation #HouseMusic #Deephouse #nudisco\xe2\x80\xa6 https://t.co/J6HSTLKOJ8',1
Reply," 'Congratulations to all of the \xe2\x80\x9dDEPLORABLES\xe2\x80\x9d and the millions of people who gave us a MASSIVE (304-227) Electoral Co\xe2\x80\xa6 https://t.co/cKVtPvEHO ' '@realDonaldTrump I see a bunch of people who colluded with #Russia to cheat in the election to help you win Most of\xe2\x80\xa6 https://t.co/fQMmS8fR7N' '#Listen #Live\xf0\x9f\x91\x87\n\nhttps://t.co/rvqYJkr2YA \n\nhttps://t.co/hILE90BlZU \n\n#Housenation #HouseMusic #Deephouse #nudisco\xe2\x80\xa6 https://t.co/J6HSTLKOJ8' '#Belarus , #Russia and the \xe2\x80\x98Ukrainian Scenario\xe2\x80\x99 https://t.co/PUcrSmVTYH'",1
Reply," 'Congratulations to all of the \xe2\x80\x9dDEPLORABLES\xe2\x80\x9d and the millions of people who gave us a MASSIVE (304-227) Electoral Co\xe2\x80\xa6 https://t.co/cKVtPvEHO ' '@realDonaldTrump I see a bunch of people who colluded with #Russia to cheat in the election to help you win Most of\xe2\x80\xa6 https://t.co/fQMmS8fR7N' '#Listen #Live\xf0\x9f\x91\x87\n\nhttps://t.co/rvqYJkr2YA \n\nhttps://t.co/hILE90BlZU \n\n#Housenation #HouseMusic #Deephouse #nudisco\xe2\x80\xa6 https://t.co/J6HSTLKOJ8' '#Belarus , #Russia and the \xe2\x80\x98Ukrainian Scenario\xe2\x80\x99 https://t.co/PUcrSmVTYH' '#Listen #Live\xf0\x9f\x91\x87\n\nhttps://t.co/rvqYJkr2YA \n\nhttps://t.co/hILE90BlZU \n\n#Housenation #HouseMusic #Deephouse #nudisco\xe2\x80\xa6 https://t.co/4XRtcBa5S9'",1
Reply," 'Congratulations to all of the \xe2\x80\x9dDEPLORABLES\xe2\x80\x9d and the millions of people who gave us a MASSIVE (304-227) Electoral Co\xe2\x80\xa6 https://t.co/cKVtPvEHO ' '@realDonaldTrump I see a bunch of people who colluded with #Russia to cheat in the election to help you win Most of\xe2\x80\xa6 https://t.co/fQMmS8fR7N' '#Listen #Live\xf0\x9f\x91\x87\n\nhttps://t.co/rvqYJkr2YA \n\nhttps://t.co/hILE90BlZU \n\n#Housenation #HouseMusic #Deephouse #nudisco\xe2\x80\xa6 https://t.co/J6HSTLKOJ8' '#Belarus , #Russia and the \xe2\x80\x98Ukrainian Scenario\xe2\x80\x99 https://t.co/PUcrSmVTYH' '#Listen #Live\xf0\x9f\x91\x87\n\nhttps://t.co/rvqYJkr2YA \n\nhttps://t.co/hILE90BlZU \n\n#Housenation #HouseMusic #Deephouse #nudisco\xe2\x80\xa6 https://t.co/4XRtcBa5S9' 'RT @Rasmussen_Poll: 32% see #RobertMueller investigation into #Russia ties to US election as more of a  partisan witch hunt than an honest\xe2\x80\xa6'",1
Reply," 'Congratulations to all of the \xe2\x80\x9dDEPLORABLES\xe2\x80\x9d and the millions of people who gave us a MASSIVE (304-227) Electoral Co\xe2\x80\xa6 https://t.co/cKVtPvEHO ' '@realDonaldTrump I see a bunch of people who colluded with #Russia to cheat in the election to help you win Most of\xe2\x80\xa6 https://t.co/fQMmS8fR7N' '#Listen #Live\xf0\x9f\x91\x87\n\nhttps://t.co/rvqYJkr2YA \n\nhttps://t.co/hILE90BlZU \n\n#Housenation #HouseMusic #Deephouse #nudisco\xe2\x80\xa6 https://t.co/J6HSTLKOJ8' '#Belarus , #Russia and the \xe2\x80\x98Ukrainian Scenario\xe2\x80\x99 https://t.co/PUcrSmVTYH' '#Listen #Live\xf0\x9f\x91\x87\n\nhttps://t.co/rvqYJkr2YA \n\nhttps://t.co/hILE90BlZU \n\n#Housenation #HouseMusic #Deephouse #nudisco\xe2\x80\xa6 https://t.co/4XRtcBa5S9' 'RT @Rasmussen_Poll: 32% see #RobertMueller investigation into #Russia ties to US election as more of a  partisan witch hunt than an honest\xe2\x80\xa6' '#Listen #Live\xf0\x9f\x91\x87\n\nhttps://t.co/rvqYJkr2YA \n\nhttps://t.co/hILE90BlZU \n\n#Housenation #HouseMusic #Deephouse #nudisco\xe2\x80\xa6 https://t.co/ajSaS74FH '",1
Reply," 'Congratulations to all of the \xe2\x80\x9dDEPLORABLES\xe2\x80\x9d and the millions of people who gave us a MASSIVE (304-227) Electoral Co\xe2\x80\xa6 https://t.co/cKVtPvEHO ' '@realDonaldTrump I see a bunch of people who colluded with #Russia to cheat in the election to help you win Most of\xe2\x80\xa6 https://t.co/fQMmS8fR7N' '#Listen #Live\xf0\x9f\x91\x87\n\nhttps://t.co/rvqYJkr2YA \n\nhttps://t.co/hILE90BlZU \n\n#Housenation #HouseMusic #Deephouse #nudisco\xe2\x80\xa6 https://t.co/J6HSTLKOJ8' '#Belarus , #Russia and the \xe2\x80\x98Ukrainian Scenario\xe2\x80\x99 https://t.co/PUcrSmVTYH' '#Listen #Live\xf0\x9f\x91\x87\n\nhttps://t.co/rvqYJkr2YA \n\nhttps://t.co/hILE90BlZU \n\n#Housenation #HouseMusic #Deephouse #nudisco\xe2\x80\xa6 https://t.co/4XRtcBa5S9' 'RT @Rasmussen_Poll: 32% see #RobertMueller investigation into #Russia ties to US election as more of a  partisan witch hunt than an honest\xe2\x80\xa6' '#Listen #Live\xf0\x9f\x91\x87\n\nhttps://t.co/rvqYJkr2YA \n\nhttps://t.co/hILE90BlZU \n\n#Housenation #HouseMusic #Deephouse #nudisco\xe2\x80\xa6 https://t.co/ajSaS74FH ' ""RT @Col_Connaughton: NSA WHISTLEBLOWER SHREDDED OBAMA'S 'RUSSIAN HACKER' NARRATIVE https://t.co/nkOU1lBb5W #russia #false #flag #leak #hack""",-1
Reply," 'Congratulations to all of the \xe2\x80\x9dDEPLORABLES\xe2\x80\x9d and the millions of people who gave us a MASSIVE (304-227) Electoral Co\xe2\x80\xa6 https://t.co/cKVtPvEHO ' '@realDonaldTrump I see a bunch of people who colluded with #Russia to cheat in the election to help you win Most of\xe2\x80\xa6 https://t.co/fQMmS8fR7N' '#Listen #Live\xf0\x9f\x91\x87\n\nhttps://t.co/rvqYJkr2YA \n\nhttps://t.co/hILE90BlZU \n\n#Housenation #HouseMusic #Deephouse #nudisco\xe2\x80\xa6 https://t.co/J6HSTLKOJ8' '#Belarus , #Russia and the \xe2\x80\x98Ukrainian Scenario\xe2\x80\x99 https://t.co/PUcrSmVTYH' '#Listen #Live\xf0\x9f\x91\x87\n\nhttps://t.co/rvqYJkr2YA \n\nhttps://t.co/hILE90BlZU \n\n#Housenation #HouseMusic #Deephouse #nudisco\xe2\x80\xa6 https://t.co/4XRtcBa5S9' 'RT @Rasmussen_Poll: 32% see #RobertMueller investigation into #Russia ties to US election as more of a  partisan witch hunt than an honest\xe2\x80\xa6' '#Listen #Live\xf0\x9f\x91\x87\n\nhttps://t.co/rvqYJkr2YA \n\nhttps://t.co/hILE90BlZU \n\n#Housenation #HouseMusic #Deephouse #nudisco\xe2\x80\xa6 https://t.co/ajSaS74FH ' ""RT @Col_Connaughton: NSA WHISTLEBLOWER SHREDDED OBAMA'S 'RUSSIAN HACKER' NARRATIVE https://t.co/nkOU1lBb5W #russia #false #flag #leak #hack"" '#Listen #Live\xf0\x9f\x91\x87\n\nhttps://t.co/rvqYJkr2YA \n\nhttps://t.co/hILE90BlZU \n\n#Housenation #HouseMusic #Deephouse #nudisco\xe2\x80\xa6 https://t.co/zDTs5l61aS'",1
Reply," 'Congratulations to all of the \xe2\x80\x9dDEPLORABLES\xe2\x80\x9d and the millions of people who gave us a MASSIVE (304-227) Electoral Co\xe2\x80\xa6 https://t.co/cKVtPvEHO ' '@realDonaldTrump I see a bunch of people who colluded with #Russia to cheat in the election to help you win Most of\xe2\x80\xa6 https://t.co/fQMmS8fR7N' '#Listen #Live\xf0\x9f\x91\x87\n\nhttps://t.co/rvqYJkr2YA \n\nhttps://t.co/hILE90BlZU \n\n#Housenation #HouseMusic #Deephouse #nudisco\xe2\x80\xa6 https://t.co/J6HSTLKOJ8' '#Belarus , #Russia and the \xe2\x80\x98Ukrainian Scenario\xe2\x80\x99 https://t.co/PUcrSmVTYH' '#Listen #Live\xf0\x9f\x91\x87\n\nhttps://t.co/rvqYJkr2YA \n\nhttps://t.co/hILE90BlZU \n\n#Housenation #HouseMusic #Deephouse #nudisco\xe2\x80\xa6 https://t.co/4XRtcBa5S9' 'RT @Rasmussen_Poll: 32% see #RobertMueller investigation into #Russia ties to US election as more of a  partisan witch hunt than an honest\xe2\x80\xa6' '#Listen #Live\xf0\x9f\x91\x87\n\nhttps://t.co/rvqYJkr2YA \n\nhttps://t.co/hILE90BlZU \n\n#Housenation #HouseMusic #Deephouse #nudisco\xe2\x80\xa6 https://t.co/ajSaS74FH ' ""RT @Col_Connaughton: NSA WHISTLEBLOWER SHREDDED OBAMA'S 'RUSSIAN HACKER' NARRATIVE https://t.co/nkOU1lBb5W #russia #false #flag #leak #hack"" '#Listen #Live\xf0\x9f\x91\x87\n\nhttps://t.co/rvqYJkr2YA \n\nhttps://t.co/hILE90BlZU \n\n#Housenation #HouseMusic #Deephouse #nudisco\xe2\x80\xa6 https://t.co/zDTs5l61aS' 'Oh, and did I forget to mention @MaryandBrianna are well known in #Russia? https://t.co/glpURp0Ltf @PeggyMercer\xe2\x80\xa6 https://t.co/JnQSZdpJJ9'",1
Reply," 'Congratulations to all of the \xe2\x80\x9dDEPLORABLES\xe2\x80\x9d and the millions of people who gave us a MASSIVE (304-227) Electoral Co\xe2\x80\xa6 https://t.co/cKVtPvEHO ' '@realDonaldTrump I see a bunch of people who colluded with #Russia to cheat in the election to help you win Most of\xe2\x80\xa6 https://t.co/fQMmS8fR7N' '#Listen #Live\xf0\x9f\x91\x87\n\nhttps://t.co/rvqYJkr2YA \n\nhttps://t.co/hILE90BlZU \n\n#Housenation #HouseMusic #Deephouse #nudisco\xe2\x80\xa6 https://t.co/J6HSTLKOJ8' '#Belarus , #Russia and the \xe2\x80\x98Ukrainian Scenario\xe2\x80\x99 https://t.co/PUcrSmVTYH' '#Listen #Live\xf0\x9f\x91\x87\n\nhttps://t.co/rvqYJkr2YA \n\nhttps://t.co/hILE90BlZU \n\n#Housenation #HouseMusic #Deephouse #nudisco\xe2\x80\xa6 https://t.co/4XRtcBa5S9' 'RT @Rasmussen_Poll: 32% see #RobertMueller investigation into #Russia ties to US election as more of a  partisan witch hunt than an honest\xe2\x80\xa6' '#Listen #Live\xf0\x9f\x91\x87\n\nhttps://t.co/rvqYJkr2YA \n\nhttps://t.co/hILE90BlZU \n\n#Housenation #HouseMusic #Deephouse #nudisco\xe2\x80\xa6 https://t.co/ajSaS74FH ' ""RT @Col_Connaughton: NSA WHISTLEBLOWER SHREDDED OBAMA'S 'RUSSIAN HACKER' NARRATIVE https://t.co/nkOU1lBb5W #russia #false #flag #leak #hack"" '#Listen #Live\xf0\x9f\x91\x87\n\nhttps://t.co/rvqYJkr2YA \n\nhttps://t.co/hILE90BlZU \n\n#Housenation #HouseMusic #Deephouse #nudisco\xe2\x80\xa6 https://t.co/zDTs5l61aS' 'Oh, and did I forget to mention @MaryandBrianna are well known in #Russia? https://t.co/glpURp0Ltf @PeggyMercer\xe2\x80\xa6 https://t.co/JnQSZdpJJ9' ""RT @RussianEmbassyC: President of #Russia Vladimir Putin's article in Canada's National Newspaper @globeandmail:\nThe 25th #APEC Economic Le\xe2\x80\xa6""",1
Reply," 'Congratulations to all of the \xe2\x80\x9dDEPLORABLES\xe2\x80\x9d and the millions of people who gave us a MASSIVE (304-227) Electoral Co\xe2\x80\xa6 https://t.co/cKVtPvEHO ' '@realDonaldTrump I see a bunch of people who colluded with #Russia to cheat in the election to help you win Most of\xe2\x80\xa6 https://t.co/fQMmS8fR7N' '#Listen #Live\xf0\x9f\x91\x87\n\nhttps://t.co/rvqYJkr2YA \n\nhttps://t.co/hILE90BlZU \n\n#Housenation #HouseMusic #Deephouse #nudisco\xe2\x80\xa6 https://t.co/J6HSTLKOJ8' '#Belarus , #Russia and the \xe2\x80\x98Ukrainian Scenario\xe2\x80\x99 https://t.co/PUcrSmVTYH' '#Listen #Live\xf0\x9f\x91\x87\n\nhttps://t.co/rvqYJkr2YA \n\nhttps://t.co/hILE90BlZU \n\n#Housenation #HouseMusic #Deephouse #nudisco\xe2\x80\xa6 https://t.co/4XRtcBa5S9' 'RT @Rasmussen_Poll: 32% see #RobertMueller investigation into #Russia ties to US election as more of a  partisan witch hunt than an honest\xe2\x80\xa6' '#Listen #Live\xf0\x9f\x91\x87\n\nhttps://t.co/rvqYJkr2YA \n\nhttps://t.co/hILE90BlZU \n\n#Housenation #HouseMusic #Deephouse #nudisco\xe2\x80\xa6 https://t.co/ajSaS74FH ' ""RT @Col_Connaughton: NSA WHISTLEBLOWER SHREDDED OBAMA'S 'RUSSIAN HACKER' NARRATIVE https://t.co/nkOU1lBb5W #russia #false #flag #leak #hack"" '#Listen #Live\xf0\x9f\x91\x87\n\nhttps://t.co/rvqYJkr2YA \n\nhttps://t.co/hILE90BlZU \n\n#Housenation #HouseMusic #Deephouse #nudisco\xe2\x80\xa6 https://t.co/zDTs5l61aS' 'Oh, and did I forget to mention @MaryandBrianna are well known in #Russia? https://t.co/glpURp0Ltf @PeggyMercer\xe2\x80\xa6 https://t.co/JnQSZdpJJ9' ""RT @RussianEmbassyC: President of #Russia Vladimir Putin's article in Canada's National Newspaper @globeandmail:\nThe 25th #APEC Economic Le\xe2\x80\xa6"" '#\xd0\xa1\xd0\xb2\xd0\xb8\xd1\x82\xd0\xb5\xd1\x80 \xd0\xbc\xd1\x83\xd0\xb6\xd1\x81\xd0\xba\xd0\xbe\xd0\xb9 \xd0\xbf\xd0\xbe\xd0\xb4 \xd0\xb3\xd0\xbe\xd1\x80\xd0\xbb\xd0\xbe Kurdi \xd0\xbd\xd0\xbe\xd0\xb2\xd1\x8b\xd0\xb9.\xd0\xa7\xd0\xb5\xd1\x80\xd0\xbd\xd1\x8b\xd0\xb9 #Russia \xd0\xa1\xd0\xb0\xd0\xbd\xd0\xba\xd1\x82-\xd0\x9f\xd0\xb5\xd1\x82\xd0\xb5\xd1\x80\xd0\xb1\xd1\x83\xd1\x80\xd0\xb3 https://t.co/zwvfVBzU42'",1
Reply," 'Congratulations to all of the \xe2\x80\x9dDEPLORABLES\xe2\x80\x9d and the millions of people who gave us a MASSIVE (304-227) Electoral Co\xe2\x80\xa6 https://t.co/cKVtPvEHO ' '@realDonaldTrump I see a bunch of people who colluded with #Russia to cheat in the election to help you win Most of\xe2\x80\xa6 https://t.co/fQMmS8fR7N' '#Listen #Live\xf0\x9f\x91\x87\n\nhttps://t.co/rvqYJkr2YA \n\nhttps://t.co/hILE90BlZU \n\n#Housenation #HouseMusic #Deephouse #nudisco\xe2\x80\xa6 https://t.co/J6HSTLKOJ8' '#Belarus , #Russia and the \xe2\x80\x98Ukrainian Scenario\xe2\x80\x99 https://t.co/PUcrSmVTYH' '#Listen #Live\xf0\x9f\x91\x87\n\nhttps://t.co/rvqYJkr2YA \n\nhttps://t.co/hILE90BlZU \n\n#Housenation #HouseMusic #Deephouse #nudisco\xe2\x80\xa6 https://t.co/4XRtcBa5S9' 'RT @Rasmussen_Poll: 32% see #RobertMueller investigation into #Russia ties to US election as more of a  partisan witch hunt than an honest\xe2\x80\xa6' '#Listen #Live\xf0\x9f\x91\x87\n\nhttps://t.co/rvqYJkr2YA \n\nhttps://t.co/hILE90BlZU \n\n#Housenation #HouseMusic #Deephouse #nudisco\xe2\x80\xa6 https://t.co/ajSaS74FH ' ""RT @Col_Connaughton: NSA WHISTLEBLOWER SHREDDED OBAMA'S 'RUSSIAN HACKER' NARRATIVE https://t.co/nkOU1lBb5W #russia #false #flag #leak #hack"" '#Listen #Live\xf0\x9f\x91\x87\n\nhttps://t.co/rvqYJkr2YA \n\nhttps://t.co/hILE90BlZU \n\n#Housenation #HouseMusic #Deephouse #nudisco\xe2\x80\xa6 https://t.co/zDTs5l61aS' 'Oh, and did I forget to mention @MaryandBrianna are well known in #Russia? https://t.co/glpURp0Ltf @PeggyMercer\xe2\x80\xa6 https://t.co/JnQSZdpJJ9' ""RT @RussianEmbassyC: President of #Russia Vladimir Putin's article in Canada's National Newspaper @globeandmail:\nThe 25th #APEC Economic Le\xe2\x80\xa6"" '#\xd0\xa1\xd0\xb2\xd0\xb8\xd1\x82\xd0\xb5\xd1\x80 \xd0\xbc\xd1\x83\xd0\xb6\xd1\x81\xd0\xba\xd0\xbe\xd0\xb9 \xd0\xbf\xd0\xbe\xd0\xb4 \xd0\xb3\xd0\xbe\xd1\x80\xd0\xbb\xd0\xbe Kurdi \xd0\xbd\xd0\xbe\xd0\xb2\xd1\x8b\xd0\xb9.\xd0\xa7\xd0\xb5\xd1\x80\xd0\xbd\xd1\x8b\xd0\xb9 #Russia \xd0\xa1\xd0\xb0\xd0\xbd\xd0\xba\xd1\x82-\xd0\x9f\xd0\xb5\xd1\x82\xd0\xb5\xd1\x80\xd0\xb1\xd1\x83\xd1\x80\xd0\xb3 https://t.co/zwvfVBzU42' 'RT @GaryStLawrence: .@DonaldJTrumpJr Is that the call that told scumbag-senior that #Russia paid off enough electoral college representativ\xe2\x80\xa6'",1
