0,1,2
Reply, 'Media: lying \nMueller: lying\nComey: lying\nObama: lying\nClinton: lying\nJudges: lying\nSex assault accusers: lying\nSci\xe2\x80\xa6 https://t.co/lwODNZ5L9F' '@knittaphd @GarySThompson #Cult45 #MAGA #Trump The #TrumpTrain is loaded with suckers.' 'RT @jmr131229: @QuanqiuLianbo 2017\xe5\xb9\xb411\xe6\x9c\x8810\xe6\x97\xa515\xe7\x9c\x81\xe4\xbb\xbd #\xe6\xb3\x9b\xe4\xba\x9a \xe5\x8f\x97\xe5\xae\xb3\xe4\xba\xba\xe4\xbb\xa3\xe8\xa1\xa8\xe5\x9c\xa8\xe6\x98\x86\xe6\x98\x8e\xe5\xb8\x82\xe6\xb3\x95\xe9\x99\xa2\xe8\xbf\xbd\xe8\xae\xa8\xe8\xa1\x80\xe6\xb1\x97\xe9\x92\xb1 https://t.co/5zc31Wh5ae  @realDonaldTrump #XiJinping #Trump @PDChinese @\xe2\x80\xa6',1
Reply," 'Media: lying \nMueller: lying\nComey: lying\nObama: lying\nClinton: lying\nJudges: lying\nSex assault accusers: lying\nSci\xe2\x80\xa6 https://t.co/lwODNZ5L9F' '@knittaphd @GarySThompson #Cult45 #MAGA #Trump The #TrumpTrain is loaded with suckers.' 'RT @jmr131229: @QuanqiuLianbo 2017\xe5\xb9\xb411\xe6\x9c\x8810\xe6\x97\xa515\xe7\x9c\x81\xe4\xbb\xbd #\xe6\xb3\x9b\xe4\xba\x9a \xe5\x8f\x97\xe5\xae\xb3\xe4\xba\xba\xe4\xbb\xa3\xe8\xa1\xa8\xe5\x9c\xa8\xe6\x98\x86\xe6\x98\x8e\xe5\xb8\x82\xe6\xb3\x95\xe9\x99\xa2\xe8\xbf\xbd\xe8\xae\xa8\xe8\xa1\x80\xe6\xb1\x97\xe9\x92\xb1 https://t.co/5zc31Wh5ae  @realDonaldTrump #XiJinping #Trump @PDChinese @\xe2\x80\xa6' ""#Trump's Obsession With 'Energy Dominance' Could Destroy the Arctic Refuge and Will Hasten Climate Brea...: Alternet https://t.co/fLGNWE8UhI""",1
Tweet, '@arabinowitz You should be mad at the moron who lost the election to him.',-1
Reply," '@arabinowitz You should be mad at the moron who lost the election to him.' '@1ofthegoodguyz Tnx to the Russians and Comey. Without those boosts in a tight election, #trump would not be Pres o\xe2\x80\xa6 https://t.co/pgj4pMwSR5'",1
Tweet," ""#BREAKING President Trump says he sides with U.S. intelligence agencies' conclusions that Russia meddled in election https://t.co/CoEMZcEYX2""",1
Reply," ""#BREAKING President Trump says he sides with U.S. intelligence agencies' conclusions that Russia meddled in election https://t.co/CoEMZcEYX2"" '@USATODAY Playing both sides of the fence I see. Good luck with that #FakePresident #Trump @POTUS https://t.co/6iVGMyf46h'",-1
Tweet, 'this is a 180 reversal https://t.co/qM8x2zAeXP',1
Reply, 'this is a 180 reversal https://t.co/qM8x2zAeXP' '@CheriJacobus I do believe #Trump got \xe2\x80\x9cschooled\xe2\x80\x9d Saw this he was extremely emphatic and when mentioned agencies was drooling w/appreciation',1
Tweet," 'Yea @NAACP , your \xe2\x80\x9cdemands\xe2\x80\x9d are ridiculous , not gonna happen.....but you are always welcome to leave this great na\xe2\x80\xa6 https://t.co/X3t0YIQBqQ'",1
Reply," 'Yea @NAACP , your \xe2\x80\x9cdemands\xe2\x80\x9d are ridiculous , not gonna happen.....but you are always welcome to leave this great na\xe2\x80\xa6 https://t.co/X3t0YIQBqQ' ""@KrisParonto @NAACP This smacks of...the very thing that started the #CivilWar of 1800's. A state full of radicals\xe2\x80\xa6 https://t.co/YG8r5pbc5h""",1
Tweet," ""@SethAbramson @DemWrite How about a resounding 'LOCK HIM UP!' For Mr Trump""",-1
Reply," ""@SethAbramson @DemWrite How about a resounding 'LOCK HIM UP!' For Mr Trump"" '@yamarualswan @SethAbramson @DemWrite #25thAmendmentNow\n#Trump\n#Pence'",1
Tweet, '@emenyonu99 @frattco @ArthurSchwartz @1AllHearingEar You do recall she destroyed the emails correct? You know...wip\xe2\x80\xa6 https://t.co/ajppsVhvyE',-1
Reply," '@emenyonu99 @frattco @ArthurSchwartz @1AllHearingEar You do recall she destroyed the emails correct? You know...wip\xe2\x80\xa6 https://t.co/ajppsVhvyE' ""@SickOfTheSwamp @frattco @ArthurSchwartz @1AllHearingEar It's hopeless debating #Trumpsters.Almost all are ignorant\xe2\x80\xa6 https://t.co/NiYWvdqvRp""",-1
Reply," '@emenyonu99 @frattco @ArthurSchwartz @1AllHearingEar You do recall she destroyed the emails correct? You know...wip\xe2\x80\xa6 https://t.co/ajppsVhvyE' ""@SickOfTheSwamp @frattco @ArthurSchwartz @1AllHearingEar It's hopeless debating #Trumpsters.Almost all are ignorant\xe2\x80\xa6 https://t.co/NiYWvdqvRp"" 'RT @jmr131229: @QuanqiuLianbo 2017\xe5\xb9\xb411\xe6\x9c\x8810\xe6\x97\xa515\xe7\x9c\x81\xe4\xbb\xbd #\xe6\xb3\x9b\xe4\xba\x9a \xe5\x8f\x97\xe5\xae\xb3\xe4\xba\xba\xe4\xbb\xa3\xe8\xa1\xa8\xe5\x9c\xa8\xe6\x98\x86\xe6\x98\x8e\xe5\xb8\x82\xe6\xb3\x95\xe9\x99\xa2\xe8\xbf\xbd\xe8\xae\xa8\xe8\xa1\x80\xe6\xb1\x97\xe9\x92\xb1 https://t.co/5zc31Wh5ae  @realDonaldTrump #XiJinping #Trump @PDChinese @\xe2\x80\xa6'",1
Reply," '@emenyonu99 @frattco @ArthurSchwartz @1AllHearingEar You do recall she destroyed the emails correct? You know...wip\xe2\x80\xa6 https://t.co/ajppsVhvyE' ""@SickOfTheSwamp @frattco @ArthurSchwartz @1AllHearingEar It's hopeless debating #Trumpsters.Almost all are ignorant\xe2\x80\xa6 https://t.co/NiYWvdqvRp"" 'RT @jmr131229: @QuanqiuLianbo 2017\xe5\xb9\xb411\xe6\x9c\x8810\xe6\x97\xa515\xe7\x9c\x81\xe4\xbb\xbd #\xe6\xb3\x9b\xe4\xba\x9a \xe5\x8f\x97\xe5\xae\xb3\xe4\xba\xba\xe4\xbb\xa3\xe8\xa1\xa8\xe5\x9c\xa8\xe6\x98\x86\xe6\x98\x8e\xe5\xb8\x82\xe6\xb3\x95\xe9\x99\xa2\xe8\xbf\xbd\xe8\xae\xa8\xe8\xa1\x80\xe6\xb1\x97\xe9\x92\xb1 https://t.co/5zc31Wh5ae  @realDonaldTrump #XiJinping #Trump @PDChinese @\xe2\x80\xa6' ""#Trump's Obsession With 'Energy Dominance' Could Destroy the Arctic Refuge and Will Hasten Climate Brea...: Alternet https://t.co/fLGNWE8UhI""",-1
Reply," '@emenyonu99 @frattco @ArthurSchwartz @1AllHearingEar You do recall she destroyed the emails correct? You know...wip\xe2\x80\xa6 https://t.co/ajppsVhvyE' ""@SickOfTheSwamp @frattco @ArthurSchwartz @1AllHearingEar It's hopeless debating #Trumpsters.Almost all are ignorant\xe2\x80\xa6 https://t.co/NiYWvdqvRp"" 'RT @jmr131229: @QuanqiuLianbo 2017\xe5\xb9\xb411\xe6\x9c\x8810\xe6\x97\xa515\xe7\x9c\x81\xe4\xbb\xbd #\xe6\xb3\x9b\xe4\xba\x9a \xe5\x8f\x97\xe5\xae\xb3\xe4\xba\xba\xe4\xbb\xa3\xe8\xa1\xa8\xe5\x9c\xa8\xe6\x98\x86\xe6\x98\x8e\xe5\xb8\x82\xe6\xb3\x95\xe9\x99\xa2\xe8\xbf\xbd\xe8\xae\xa8\xe8\xa1\x80\xe6\xb1\x97\xe9\x92\xb1 https://t.co/5zc31Wh5ae  @realDonaldTrump #XiJinping #Trump @PDChinese @\xe2\x80\xa6' ""#Trump's Obsession With 'Energy Dominance' Could Destroy the Arctic Refuge and Will Hasten Climate Brea...: Alternet https://t.co/fLGNWE8UhI"" 'RT @DonnaWR8: President Trump In Vietnam \xf0\x9f\x87\xbb\xf0\x9f\x87\xb3 \n\n@POTUS #Trump Arrives For Welcoming Ceremony At Presidential Palace \n\nOh...and he\xe2\x80\x99s looking f\xe2\x80\xa6'",1
Tweet," 'Trump says ""people will die"" because of the Mueller investigation. Who will die? This sounds like a pretense to try\xe2\x80\xa6 https://t.co/gZeeRDhkR5'",-1
Reply," 'Trump says ""people will die"" because of the Mueller investigation. Who will die? This sounds like a pretense to try\xe2\x80\xa6 https://t.co/gZeeRDhkR5' '@renato_mariotti @Cognac4Paws Yeah whole villages during #Watergate #SMDH Not at all.  What is #Trump planning?  It\xe2\x80\xa6 https://t.co/gheRpnxSEt'",1
Reply," 'Trump says ""people will die"" because of the Mueller investigation. Who will die? This sounds like a pretense to try\xe2\x80\xa6 https://t.co/gZeeRDhkR5' '@renato_mariotti @Cognac4Paws Yeah whole villages during #Watergate #SMDH Not at all.  What is #Trump planning?  It\xe2\x80\xa6 https://t.co/gheRpnxSEt' 'RT @jmr131229: @QuanqiuLianbo 2017\xe5\xb9\xb411\xe6\x9c\x8810\xe6\x97\xa515\xe7\x9c\x81\xe4\xbb\xbd #\xe6\xb3\x9b\xe4\xba\x9a \xe5\x8f\x97\xe5\xae\xb3\xe4\xba\xba\xe4\xbb\xa3\xe8\xa1\xa8\xe5\x9c\xa8\xe6\x98\x86\xe6\x98\x8e\xe5\xb8\x82\xe6\xb3\x95\xe9\x99\xa2\xe8\xbf\xbd\xe8\xae\xa8\xe8\xa1\x80\xe6\xb1\x97\xe9\x92\xb1 https://t.co/5zc31Wh5ae  @realDonaldTrump #XiJinping #Trump @PDChinese @\xe2\x80\xa6'",1
Reply," 'Trump says ""people will die"" because of the Mueller investigation. Who will die? This sounds like a pretense to try\xe2\x80\xa6 https://t.co/gZeeRDhkR5' '@renato_mariotti @Cognac4Paws Yeah whole villages during #Watergate #SMDH Not at all.  What is #Trump planning?  It\xe2\x80\xa6 https://t.co/gheRpnxSEt' 'RT @jmr131229: @QuanqiuLianbo 2017\xe5\xb9\xb411\xe6\x9c\x8810\xe6\x97\xa515\xe7\x9c\x81\xe4\xbb\xbd #\xe6\xb3\x9b\xe4\xba\x9a \xe5\x8f\x97\xe5\xae\xb3\xe4\xba\xba\xe4\xbb\xa3\xe8\xa1\xa8\xe5\x9c\xa8\xe6\x98\x86\xe6\x98\x8e\xe5\xb8\x82\xe6\xb3\x95\xe9\x99\xa2\xe8\xbf\xbd\xe8\xae\xa8\xe8\xa1\x80\xe6\xb1\x97\xe9\x92\xb1 https://t.co/5zc31Wh5ae  @realDonaldTrump #XiJinping #Trump @PDChinese @\xe2\x80\xa6' ""#Trump's Obsession With 'Energy Dominance' Could Destroy the Arctic Refuge and Will Hasten Climate Brea...: Alternet https://t.co/fLGNWE8UhI""",-1
Reply," 'Trump says ""people will die"" because of the Mueller investigation. Who will die? This sounds like a pretense to try\xe2\x80\xa6 https://t.co/gZeeRDhkR5' '@renato_mariotti @Cognac4Paws Yeah whole villages during #Watergate #SMDH Not at all.  What is #Trump planning?  It\xe2\x80\xa6 https://t.co/gheRpnxSEt' 'RT @jmr131229: @QuanqiuLianbo 2017\xe5\xb9\xb411\xe6\x9c\x8810\xe6\x97\xa515\xe7\x9c\x81\xe4\xbb\xbd #\xe6\xb3\x9b\xe4\xba\x9a \xe5\x8f\x97\xe5\xae\xb3\xe4\xba\xba\xe4\xbb\xa3\xe8\xa1\xa8\xe5\x9c\xa8\xe6\x98\x86\xe6\x98\x8e\xe5\xb8\x82\xe6\xb3\x95\xe9\x99\xa2\xe8\xbf\xbd\xe8\xae\xa8\xe8\xa1\x80\xe6\xb1\x97\xe9\x92\xb1 https://t.co/5zc31Wh5ae  @realDonaldTrump #XiJinping #Trump @PDChinese @\xe2\x80\xa6' ""#Trump's Obsession With 'Energy Dominance' Could Destroy the Arctic Refuge and Will Hasten Climate Brea...: Alternet https://t.co/fLGNWE8UhI"" 'RT @DonnaWR8: President Trump In Vietnam \xf0\x9f\x87\xbb\xf0\x9f\x87\xb3 \n\n@POTUS #Trump Arrives For Welcoming Ceremony At Presidential Palace \n\nOh...and he\xe2\x80\x99s looking f\xe2\x80\xa6'",1
Reply," 'Trump says ""people will die"" because of the Mueller investigation. Who will die? This sounds like a pretense to try\xe2\x80\xa6 https://t.co/gZeeRDhkR5' '@renato_mariotti @Cognac4Paws Yeah whole villages during #Watergate #SMDH Not at all.  What is #Trump planning?  It\xe2\x80\xa6 https://t.co/gheRpnxSEt' 'RT @jmr131229: @QuanqiuLianbo 2017\xe5\xb9\xb411\xe6\x9c\x8810\xe6\x97\xa515\xe7\x9c\x81\xe4\xbb\xbd #\xe6\xb3\x9b\xe4\xba\x9a \xe5\x8f\x97\xe5\xae\xb3\xe4\xba\xba\xe4\xbb\xa3\xe8\xa1\xa8\xe5\x9c\xa8\xe6\x98\x86\xe6\x98\x8e\xe5\xb8\x82\xe6\xb3\x95\xe9\x99\xa2\xe8\xbf\xbd\xe8\xae\xa8\xe8\xa1\x80\xe6\xb1\x97\xe9\x92\xb1 https://t.co/5zc31Wh5ae  @realDonaldTrump #XiJinping #Trump @PDChinese @\xe2\x80\xa6' ""#Trump's Obsession With 'Energy Dominance' Could Destroy the Arctic Refuge and Will Hasten Climate Brea...: Alternet https://t.co/fLGNWE8UhI"" 'RT @DonnaWR8: President Trump In Vietnam \xf0\x9f\x87\xbb\xf0\x9f\x87\xb3 \n\n@POTUS #Trump Arrives For Welcoming Ceremony At Presidential Palace \n\nOh...and he\xe2\x80\x99s looking f\xe2\x80\xa6' 'RT @kwilli1046: In 11 Days, there will be a ""Come to Jesus"" Meeting between #Trump &amp; #Sessions. He Must Enforce the Rule of Law &amp; #LockHerU\xe2\x80\xa6'",1
Reply," 'Trump says ""people will die"" because of the Mueller investigation. Who will die? This sounds like a pretense to try\xe2\x80\xa6 https://t.co/gZeeRDhkR5' '@renato_mariotti @Cognac4Paws Yeah whole villages during #Watergate #SMDH Not at all.  What is #Trump planning?  It\xe2\x80\xa6 https://t.co/gheRpnxSEt' 'RT @jmr131229: @QuanqiuLianbo 2017\xe5\xb9\xb411\xe6\x9c\x8810\xe6\x97\xa515\xe7\x9c\x81\xe4\xbb\xbd #\xe6\xb3\x9b\xe4\xba\x9a \xe5\x8f\x97\xe5\xae\xb3\xe4\xba\xba\xe4\xbb\xa3\xe8\xa1\xa8\xe5\x9c\xa8\xe6\x98\x86\xe6\x98\x8e\xe5\xb8\x82\xe6\xb3\x95\xe9\x99\xa2\xe8\xbf\xbd\xe8\xae\xa8\xe8\xa1\x80\xe6\xb1\x97\xe9\x92\xb1 https://t.co/5zc31Wh5ae  @realDonaldTrump #XiJinping #Trump @PDChinese @\xe2\x80\xa6' ""#Trump's Obsession With 'Energy Dominance' Could Destroy the Arctic Refuge and Will Hasten Climate Brea...: Alternet https://t.co/fLGNWE8UhI"" 'RT @DonnaWR8: President Trump In Vietnam \xf0\x9f\x87\xbb\xf0\x9f\x87\xb3 \n\n@POTUS #Trump Arrives For Welcoming Ceremony At Presidential Palace \n\nOh...and he\xe2\x80\x99s looking f\xe2\x80\xa6' 'RT @kwilli1046: In 11 Days, there will be a ""Come to Jesus"" Meeting between #Trump &amp; #Sessions. He Must Enforce the Rule of Law &amp; #LockHerU\xe2\x80\xa6' 'RT @Deb4CongressNM: The @GOP budget &amp; tax plans will hurt already struggling Veterans &amp; their families. All so #Trump &amp; the wealthy can get\xe2\x80\xa6'",1
Tweet, '@TheRickyDavila @13matters I\xe2\x80\x99m amazed at the willingness of most Republicans to willingly back a fascist dictator wannabe.',1
Reply," '@TheRickyDavila @13matters I\xe2\x80\x99m amazed at the willingness of most Republicans to willingly back a fascist dictator wannabe.' '@jcoppenhaver @TheRickyDavila @13matters NOT ""amazing"" loyalty from HARD CORE OF #Republican #WhiteSupremacists\xe2\x80\xa6 https://t.co/GY8rmidf5t'",-1
Tweet," 'There\'s nothing ""America First"" about taking the word of KGB colonel over US intelligence community. There\'s no ""pr\xe2\x80\xa6 https://t.co/sCCHmjTI4U'",1
Reply," 'There\'s nothing ""America First"" about taking the word of KGB colonel over US intelligence community. There\'s no ""pr\xe2\x80\xa6 https://t.co/sCCHmjTI4U' '@SenJohnMcCain Thank @SenJohnMcCain. I thank you for your service to this country. The USA is in now in the most di\xe2\x80\xa6 https://t.co/1gwx3C8hDU'",1
Reply," 'There\'s nothing ""America First"" about taking the word of KGB colonel over US intelligence community. There\'s no ""pr\xe2\x80\xa6 https://t.co/sCCHmjTI4U' '@SenJohnMcCain Thank @SenJohnMcCain. I thank you for your service to this country. The USA is in now in the most di\xe2\x80\xa6 https://t.co/1gwx3C8hDU' 'RT @jmr131229: @QuanqiuLianbo 2017\xe5\xb9\xb411\xe6\x9c\x8810\xe6\x97\xa515\xe7\x9c\x81\xe4\xbb\xbd #\xe6\xb3\x9b\xe4\xba\x9a \xe5\x8f\x97\xe5\xae\xb3\xe4\xba\xba\xe4\xbb\xa3\xe8\xa1\xa8\xe5\x9c\xa8\xe6\x98\x86\xe6\x98\x8e\xe5\xb8\x82\xe6\xb3\x95\xe9\x99\xa2\xe8\xbf\xbd\xe8\xae\xa8\xe8\xa1\x80\xe6\xb1\x97\xe9\x92\xb1 https://t.co/5zc31Wh5ae  @realDonaldTrump #XiJinping #Trump @PDChinese @\xe2\x80\xa6'",1
Reply," 'There\'s nothing ""America First"" about taking the word of KGB colonel over US intelligence community. There\'s no ""pr\xe2\x80\xa6 https://t.co/sCCHmjTI4U' '@SenJohnMcCain Thank @SenJohnMcCain. I thank you for your service to this country. The USA is in now in the most di\xe2\x80\xa6 https://t.co/1gwx3C8hDU' 'RT @jmr131229: @QuanqiuLianbo 2017\xe5\xb9\xb411\xe6\x9c\x8810\xe6\x97\xa515\xe7\x9c\x81\xe4\xbb\xbd #\xe6\xb3\x9b\xe4\xba\x9a \xe5\x8f\x97\xe5\xae\xb3\xe4\xba\xba\xe4\xbb\xa3\xe8\xa1\xa8\xe5\x9c\xa8\xe6\x98\x86\xe6\x98\x8e\xe5\xb8\x82\xe6\xb3\x95\xe9\x99\xa2\xe8\xbf\xbd\xe8\xae\xa8\xe8\xa1\x80\xe6\xb1\x97\xe9\x92\xb1 https://t.co/5zc31Wh5ae  @realDonaldTrump #XiJinping #Trump @PDChinese @\xe2\x80\xa6' ""#Trump's Obsession With 'Energy Dominance' Could Destroy the Arctic Refuge and Will Hasten Climate Brea...: Alternet https://t.co/fLGNWE8UhI""",-1
Reply," 'There\'s nothing ""America First"" about taking the word of KGB colonel over US intelligence community. There\'s no ""pr\xe2\x80\xa6 https://t.co/sCCHmjTI4U' '@SenJohnMcCain Thank @SenJohnMcCain. I thank you for your service to this country. The USA is in now in the most di\xe2\x80\xa6 https://t.co/1gwx3C8hDU' 'RT @jmr131229: @QuanqiuLianbo 2017\xe5\xb9\xb411\xe6\x9c\x8810\xe6\x97\xa515\xe7\x9c\x81\xe4\xbb\xbd #\xe6\xb3\x9b\xe4\xba\x9a \xe5\x8f\x97\xe5\xae\xb3\xe4\xba\xba\xe4\xbb\xa3\xe8\xa1\xa8\xe5\x9c\xa8\xe6\x98\x86\xe6\x98\x8e\xe5\xb8\x82\xe6\xb3\x95\xe9\x99\xa2\xe8\xbf\xbd\xe8\xae\xa8\xe8\xa1\x80\xe6\xb1\x97\xe9\x92\xb1 https://t.co/5zc31Wh5ae  @realDonaldTrump #XiJinping #Trump @PDChinese @\xe2\x80\xa6' ""#Trump's Obsession With 'Energy Dominance' Could Destroy the Arctic Refuge and Will Hasten Climate Brea...: Alternet https://t.co/fLGNWE8UhI"" 'RT @DonnaWR8: President Trump In Vietnam \xf0\x9f\x87\xbb\xf0\x9f\x87\xb3 \n\n@POTUS #Trump Arrives For Welcoming Ceremony At Presidential Palace \n\nOh...and he\xe2\x80\x99s looking f\xe2\x80\xa6'",1
Reply," 'There\'s nothing ""America First"" about taking the word of KGB colonel over US intelligence community. There\'s no ""pr\xe2\x80\xa6 https://t.co/sCCHmjTI4U' '@SenJohnMcCain Thank @SenJohnMcCain. I thank you for your service to this country. The USA is in now in the most di\xe2\x80\xa6 https://t.co/1gwx3C8hDU' 'RT @jmr131229: @QuanqiuLianbo 2017\xe5\xb9\xb411\xe6\x9c\x8810\xe6\x97\xa515\xe7\x9c\x81\xe4\xbb\xbd #\xe6\xb3\x9b\xe4\xba\x9a \xe5\x8f\x97\xe5\xae\xb3\xe4\xba\xba\xe4\xbb\xa3\xe8\xa1\xa8\xe5\x9c\xa8\xe6\x98\x86\xe6\x98\x8e\xe5\xb8\x82\xe6\xb3\x95\xe9\x99\xa2\xe8\xbf\xbd\xe8\xae\xa8\xe8\xa1\x80\xe6\xb1\x97\xe9\x92\xb1 https://t.co/5zc31Wh5ae  @realDonaldTrump #XiJinping #Trump @PDChinese @\xe2\x80\xa6' ""#Trump's Obsession With 'Energy Dominance' Could Destroy the Arctic Refuge and Will Hasten Climate Brea...: Alternet https://t.co/fLGNWE8UhI"" 'RT @DonnaWR8: President Trump In Vietnam \xf0\x9f\x87\xbb\xf0\x9f\x87\xb3 \n\n@POTUS #Trump Arrives For Welcoming Ceremony At Presidential Palace \n\nOh...and he\xe2\x80\x99s looking f\xe2\x80\xa6' 'RT @kwilli1046: In 11 Days, there will be a ""Come to Jesus"" Meeting between #Trump &amp; #Sessions. He Must Enforce the Rule of Law &amp; #LockHerU\xe2\x80\xa6'",1
Reply," 'There\'s nothing ""America First"" about taking the word of KGB colonel over US intelligence community. There\'s no ""pr\xe2\x80\xa6 https://t.co/sCCHmjTI4U' '@SenJohnMcCain Thank @SenJohnMcCain. I thank you for your service to this country. The USA is in now in the most di\xe2\x80\xa6 https://t.co/1gwx3C8hDU' 'RT @jmr131229: @QuanqiuLianbo 2017\xe5\xb9\xb411\xe6\x9c\x8810\xe6\x97\xa515\xe7\x9c\x81\xe4\xbb\xbd #\xe6\xb3\x9b\xe4\xba\x9a \xe5\x8f\x97\xe5\xae\xb3\xe4\xba\xba\xe4\xbb\xa3\xe8\xa1\xa8\xe5\x9c\xa8\xe6\x98\x86\xe6\x98\x8e\xe5\xb8\x82\xe6\xb3\x95\xe9\x99\xa2\xe8\xbf\xbd\xe8\xae\xa8\xe8\xa1\x80\xe6\xb1\x97\xe9\x92\xb1 https://t.co/5zc31Wh5ae  @realDonaldTrump #XiJinping #Trump @PDChinese @\xe2\x80\xa6' ""#Trump's Obsession With 'Energy Dominance' Could Destroy the Arctic Refuge and Will Hasten Climate Brea...: Alternet https://t.co/fLGNWE8UhI"" 'RT @DonnaWR8: President Trump In Vietnam \xf0\x9f\x87\xbb\xf0\x9f\x87\xb3 \n\n@POTUS #Trump Arrives For Welcoming Ceremony At Presidential Palace \n\nOh...and he\xe2\x80\x99s looking f\xe2\x80\xa6' 'RT @kwilli1046: In 11 Days, there will be a ""Come to Jesus"" Meeting between #Trump &amp; #Sessions. He Must Enforce the Rule of Law &amp; #LockHerU\xe2\x80\xa6' 'RT @Deb4CongressNM: The @GOP budget &amp; tax plans will hurt already struggling Veterans &amp; their families. All so #Trump &amp; the wealthy can get\xe2\x80\xa6'",-1
